Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Date
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,98.16,6,0.0,9.816,2020-05-11 18:02:03.206244372
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,33.04,8,0.0,15.5288,2020-05-11 19:48:23.992794958
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Phones,86.97,3,0.0,25.2213,2020-05-11 21:34:44.779345542
Standard Class,Corporate,United States,Kenosha,Wisconsin,53142,Central,Technology,Phones,134.97,3,0.0,64.7856,2020-05-11 23:21:05.565896128
Standard Class,Corporate,United States,Kenosha,Wisconsin,53142,Central,Technology,Phones,699.98,2,0.0,195.9944,2020-05-12 01:07:26.352446714
Standard Class,Corporate,United States,Kenosha,Wisconsin,53142,Central,Technology,Accessories,139.95,5,0.0,26.5905,2020-05-12 02:53:47.138997298
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,48.94,1,0.0,24.47,2020-05-12 04:40:07.925547884
First Class,Consumer,United States,Madison,Wisconsin,53711,Central,Furniture,Chairs,2807.84,8,0.0,673.8816,2020-05-12 06:26:28.712098470
First Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Art,46.64,4,0.0,12.5928,2020-05-12 08:12:49.498649056
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,60.416,2,0.2,6.0416,2020-05-12 09:59:10.285199640
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Art,107.94,3,0.0,26.985,2020-05-12 11:45:31.071750226
First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,63.84,8,0.0,16.5984,2020-05-12 13:31:51.858300812
First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,347.97,3,0.0,100.9113,2020-05-12 15:18:12.644851396
First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Binders,37.008,6,0.2,11.565,2020-05-12 17:04:33.431401982
Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Furnishings,215.65,5,0.0,73.321,2020-05-12 18:50:54.217952568
Second Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Fasteners,11.168,4,0.2,3.6296,2020-05-12 20:37:15.004503152
Second Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,53.952,3,0.2,17.5344,2020-05-12 22:23:35.791053738
Standard Class,Home Office,United States,Auburn,Washington,98002,West,Furniture,Furnishings,4.18,1,0.0,1.5048,2020-05-13 00:09:56.577604324
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,5.607,1,0.7,-4.2987,2020-05-13 01:56:17.364154910
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,4663.736,7,0.2,-1049.3406,2020-05-13 03:42:38.150705494
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,79.984,2,0.2,22.9954,2020-05-13 05:28:58.937256080
First Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,2575.944,7,0.2,257.5944,2020-05-13 07:15:19.723806666
First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,45.36,7,0.0,21.7728,2020-05-13 09:01:40.510357250
First Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,254.24,7,0.0,76.272,2020-05-13 10:48:01.296907836
First Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Technology,Phones,69.93,7,0.0,0.6993,2020-05-13 12:34:22.083458422
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,16.156,7,0.6,-12.117,2020-05-13 14:20:42.870009006
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,54.816,3,0.2,17.8152,2020-05-13 16:07:03.656559592
Second Class,Consumer,United States,Harrisonburg,Virginia,22801,South,Furniture,Tables,1441.3,7,0.0,245.021,2020-05-13 17:53:24.443110178
Standard Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,77.6,5,0.2,28.13,2020-05-13 19:39:45.229660764
Standard Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,4.656,2,0.2,1.5714,2020-05-13 21:26:06.016211348
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Tables,170.136,3,0.2,-8.5068,2020-05-13 23:12:26.802761934
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,7.38,2,0.0,3.4686,2020-05-14 00:58:47.589312520
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,9.26,2,0.0,3.0558,2020-05-14 02:45:08.375863104
Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Labels,9.96,2,0.0,4.5816,2020-05-14 04:31:29.162413690
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,75.6,2,0.8,-166.32,2020-05-14 06:17:49.948964276
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,29.32,2,0.6,-24.189,2020-05-14 08:04:10.735514862
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,92.064,6,0.8,-225.5568,2020-05-14 09:50:31.522065446
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,6.976,4,0.2,1.8312,2020-05-14 11:36:52.308616032
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,62.958,3,0.3,-2.6982,2020-05-14 13:23:13.095166618
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,2020-05-14 15:09:33.881717202
Standard Class,Consumer,United States,Redmond,Oregon,97756,West,Office Supplies,Binders,31.32,10,0.7,-25.056,2020-05-14 16:55:54.668267788
Standard Class,Consumer,United States,Redmond,Oregon,97756,West,Furniture,Furnishings,11.84,4,0.2,3.108,2020-05-14 18:42:15.454818374
Standard Class,Consumer,United States,Redmond,Oregon,97756,West,Furniture,Furnishings,22.784,1,0.2,4.8416,2020-05-14 20:28:36.241368958
Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Technology,Phones,1127.976,3,0.2,126.8973,2020-05-14 22:14:57.027919544
Second Class,Corporate,United States,Macon,Georgia,31204,South,Office Supplies,Paper,38.88,6,0.0,18.6624,2020-05-15 00:01:17.814470130
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,779.796,2,0.4,-168.9558,2020-05-15 01:47:38.601020716
Same Day,Home Office,United States,Muskogee,Oklahoma,74403,Central,Technology,Phones,1439.92,8,0.0,374.3792,2020-05-15 03:33:59.387571300
Same Day,Home Office,United States,Muskogee,Oklahoma,74403,Central,Furniture,Tables,262.11,1,0.0,62.9064,2020-05-15 05:20:20.174121886
Standard Class,Corporate,United States,Monroe,North Carolina,28110,South,Furniture,Chairs,207.0,3,0.2,25.875,2020-05-15 07:06:40.960672472
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Technology,Machines,1439.982,3,0.4,-263.9967,2020-05-15 08:53:01.747223056
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,2020-05-15 10:39:22.533773642
First Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,21.4,5,0.0,6.206,2020-05-15 12:25:43.320324228
Second Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Appliances,1245.86,7,0.0,361.2994,2020-05-15 14:12:04.106874814
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,17.544,3,0.2,5.9211,2020-05-15 15:58:24.893425398
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,Furnishings,44.128,4,0.2,12.1352,2020-05-15 17:44:45.679975984
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Appliances,62.92,1,0.2,10.2245,2020-05-15 19:31:06.466526570
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,78.304,2,0.2,29.364,2020-05-15 21:17:27.253077154
Standard Class,Corporate,United States,Bowling Green,Kentucky,42104,South,Furniture,Chairs,140.81,1,0.0,39.4268,2020-05-15 23:03:48.039627740
Second Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Labels,40.096,4,0.2,13.5324,2020-05-16 00:50:08.826178326
Second Class,Corporate,United States,San Antonio,Texas,78207,Central,Furniture,Furnishings,40.784,2,0.6,-30.588,2020-05-16 02:36:29.612728910
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,90.57,3,0.0,11.7741,2020-05-16 04:22:50.399279496
Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Office Supplies,Paper,40.08,6,0.0,19.2384,2020-05-16 06:09:11.185830082
Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Furniture,Furnishings,37.68,2,0.0,15.8256,2020-05-16 07:55:31.972380668
Same Day,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,362.352,3,0.2,27.1764,2020-05-16 09:41:52.758931252
Same Day,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Binders,7.184,2,0.2,2.245,2020-05-16 11:28:13.545481838
Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Storage,34.76,1,0.0,9.7328,2020-05-16 13:14:34.332032424
Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Technology,Accessories,831.2,5,0.0,124.68,2020-05-16 15:00:55.118583008
Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Paper,26.4,5,0.0,11.88,2020-05-16 16:47:15.905133594
Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Envelopes,106.75,7,0.0,49.105,2020-05-16 18:33:36.691684180
Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Paper,97.82,2,0.0,45.9754,2020-05-16 20:19:57.478234766
Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Storage,141.4,5,0.0,38.178,2020-05-16 22:06:18.264785350
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Art,14.52,3,0.0,4.7916,2020-05-16 23:52:39.051335936
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,127.92,5,0.2,-15.99,2020-05-17 01:38:59.837886522
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,34.24,4,0.8,-53.072,2020-05-17 03:25:20.624437106
First Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Appliances,137.62,2,0.0,60.5528,2020-05-17 05:11:41.410987692
First Class,Corporate,United States,Bristol,Connecticut,6010,East,Technology,Phones,100.49,1,0.0,25.1225,2020-05-17 06:58:02.197538278
First Class,Consumer,United States,New York City,New York,10009,East,Furniture,Bookcases,257.568,2,0.2,-28.9764,2020-05-17 08:44:22.984088862
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,119.96,4,0.0,33.5888,2020-05-17 10:30:43.770639448
Same Day,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,49.632,4,0.2,4.9632,2020-05-17 12:17:04.557190034
Standard Class,Corporate,United States,Aurora,Colorado,80013,West,Furniture,Tables,727.45,5,0.5,-465.568,2020-05-17 14:03:25.343740620
Standard Class,Corporate,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,24.96,3,0.2,4.368,2020-05-17 15:49:46.130291204
Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,370.782,3,0.4,-92.6955,2020-05-17 17:36:06.916841790
First Class,Corporate,United States,Henderson,Nevada,89015,West,Furniture,Furnishings,196.45,5,0.0,70.722,2020-05-17 19:22:27.703392376
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,31.104,6,0.2,10.8864,2020-05-17 21:08:48.489942960
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,78.256,2,0.2,-17.6076,2020-05-17 22:55:09.276493546
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,6.48,1,0.0,3.1104,2020-05-18 00:41:30.063044132
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,99.2,5,0.0,25.792,2020-05-18 02:27:50.849594716
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,801.568,2,0.2,50.098,2020-05-18 04:14:11.636145302
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,272.848,1,0.2,27.2848,2020-05-18 06:00:32.422695888
Standard Class,Consumer,United States,Spokane,Washington,99207,West,Furniture,Tables,70.98,1,0.0,20.5842,2020-05-18 07:46:53.209246474
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,16.224,2,0.2,5.8812,2020-05-18 09:33:13.995797058
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Bookcases,176.784,1,0.2,-22.098,2020-05-18 11:19:34.782347644
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,470.376,3,0.2,47.0376,2020-05-18 13:05:55.568898230
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,393.568,4,0.2,-44.2764,2020-05-18 14:52:16.355448814
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,302.376,3,0.2,22.6782,2020-05-18 16:38:37.141999400
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,68.742,9,0.7,-48.1194,2020-05-18 18:24:57.928549986
Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Envelopes,29.34,3,0.0,14.67,2020-05-18 20:11:18.715100572
Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,383.607,7,0.1,63.9345,2020-05-18 21:57:39.501651156
Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,563.4,4,0.0,67.608,2020-05-18 23:44:00.288201742
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,217.056,7,0.2,78.6828,2020-05-19 01:30:21.074752328
Second Class,Consumer,United States,Keller,Texas,76248,Central,Office Supplies,Labels,6.0,2,0.2,2.1,2020-05-19 03:16:41.861302912
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,31.56,3,0.0,10.4148,2020-05-19 05:03:02.647853498
First Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Fasteners,7.104,2,0.2,2.3976,2020-05-19 06:49:23.434404084
First Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Binders,398.352,8,0.7,-331.96,2020-05-19 08:35:44.220954668
First Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Appliances,121.792,4,0.2,13.7016,2020-05-19 10:22:05.007505254
First Class,Consumer,United States,Fairfield,Ohio,45014,East,Furniture,Tables,409.59,3,0.4,-122.877,2020-05-19 12:08:25.794055840
Standard Class,Corporate,United States,Huntington Beach,California,92646,West,Office Supplies,Paper,10.56,2,0.0,4.752,2020-05-19 13:54:46.580606426
Standard Class,Corporate,United States,Huntington Beach,California,92646,West,Office Supplies,Art,3.38,1,0.0,1.2506,2020-05-19 15:41:07.367157010
Second Class,Consumer,United States,Port Orange,Florida,32127,South,Office Supplies,Envelopes,7.824,1,0.2,2.934,2020-05-19 17:27:28.153707596
Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,24.784,1,0.2,7.745,2020-05-19 19:13:48.940258182
First Class,Consumer,United States,Charlottesville,Virginia,22901,South,Office Supplies,Art,34.65,3,0.0,10.395,2020-05-19 21:00:09.726808766
Standard Class,Consumer,United States,Missoula,Montana,59801,West,Office Supplies,Binders,487.984,2,0.2,152.495,2020-05-19 22:46:30.513359352
First Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,1793.98,2,0.0,843.1706,2020-05-20 00:32:51.299909938
Second Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Envelopes,29.808,2,0.2,10.8054,2020-05-20 02:19:12.086460524
Second Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,505.176,4,0.7,-336.784,2020-05-20 04:05:32.873011108
Second Class,Consumer,United States,Miami,Florida,33178,South,Furniture,Tables,174.0585,3,0.45,-110.7645,2020-05-20 05:51:53.659561694
Second Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,191.88,6,0.0,19.188,2020-05-20 07:38:14.446112280
First Class,Home Office,United States,Detroit,Michigan,48205,Central,Technology,Phones,14.78,2,0.0,3.9906,2020-05-20 09:24:35.232662864
First Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,5.184,1,0.2,1.8144,2020-05-20 11:10:56.019213450
First Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Chairs,478.48,2,0.2,47.848,2020-05-20 12:57:16.805764036
First Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,28.4,2,0.2,6.745,2020-05-20 14:43:37.592314620
First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,909.12,8,0.0,9.0912,2020-05-20 16:29:58.378865206
Standard Class,Corporate,United States,Apopka,Florida,32712,South,Office Supplies,Binders,2.952,2,0.7,-2.1648,2020-05-20 18:16:19.165415792
